customer_id,segment,plan,region,has_credit_card,usage_factor,efficiency_score_base,churn_risk,default_risk,signup_month,is_plan_mismatch
1,moderate,standard,north,False,0.9240936397216,86.25018322084146,low,0.02043899452257262,8,False
2,heavy,premium,south,True,1.0798959369802161,74.95197506298315,low,0.034627135810201534,3,False
3,moderate,premium,west,True,1.0359098320598246,72.47971389867227,low,0.02130379042194718,2,True
4,moderate,standard,west,False,0.875927383228764,59.47137237245542,medium,0.025966411674528487,1,False
5,light,lite,west,True,1.052854245712824,70.73791386254366,medium,0.025754260310554174,4,False
6,light,lite,west,True,0.8977924525180372,94.18203361527029,low,0.024503114551022293,3,False
7,light,lite,west,True,0.8353052421329393,67.34794973492781,high,0.0293471235557655,7,False
8,heavy,premium,west,False,0.9088140641190017,72.40036178484009,low,0.02266520735262693,6,False
9,moderate,standard,north,True,1.01353165847821,89.22067288004425,low,0.023079557526530965,5,False
10,moderate,standard,south,True,1.0875099965360053,71.95354626880234,medium,0.019522941031798816,10,False
11,light,lite,north,True,0.8714522187881903,60.63838510087077,medium,0.01432180906370615,11,False
12,heavy,premium,east,False,1.244794763361709,60.70730190197979,medium,0.028717626794190654,1,False
13,heavy,premium,east,False,0.9447743708086122,56.018801820768374,high,0.04381969149104019,2,False
14,light,lite,north,False,0.835910988624754,89.88542800089905,medium,0.025168500357382217,9,False
15,light,lite,west,True,0.7071782714273966,60.05015131170454,medium,0.013232396225717428,8,False
16,light,lite,east,False,1.0786551816798429,77.40729033499647,medium,0.021159614775652796,8,False
17,moderate,standard,north,True,0.8782455730377093,63.74652770436413,low,0.022814567312272264,4,False
18,moderate,standard,south,True,0.9615798003750594,68.06787276926731,low,0.01686815943950591,2,False
19,moderate,standard,east,True,0.9086827819133545,57.46893183092166,low,0.022133419482835294,1,False
20,light,lite,north,True,0.8105766762333584,67.49396407542054,medium,0.013916816251738377,7,False
21,moderate,standard,west,False,1.0060571569754662,67.90411761280868,low,0.018320686268323907,5,False
22,light,lite,north,True,0.8452402946536042,90.88745363858476,low,0.02014102207730882,9,False
23,light,lite,east,True,0.7133534407145524,69.54772499024561,medium,0.026407550148979463,10,False
24,moderate,standard,east,False,1.0895779817148252,88.71023508413555,medium,0.017352879763186505,11,False
25,moderate,standard,east,False,0.9459000497321634,89.53663957648305,low,0.01744867796717882,6,False
26,moderate,standard,south,True,0.9469033595158641,89.88312628326648,high,0.028122680360411614,0,False
27,light,lite,west,True,0.9747443990700116,58.72121945840109,low,0.02645916892442972,0,False
28,moderate,standard,west,False,0.9637081378657292,88.93829559904692,low,0.020929795625666305,9,False
29,moderate,standard,north,True,0.8832245335956874,80.38329640458528,high,0.03302592021549298,1,False
30,light,lite,west,True,0.8256243179970928,65.17287924713267,medium,0.0275964382790339,9,False
31,moderate,standard,north,True,0.9233019822359398,54.51772833644694,low,0.02938154894707711,2,False
32,light,lite,south,True,1.0621439497111482,84.58685202907054,low,0.02227554837631398,11,False
33,light,lite,north,False,0.9308998923074453,84.52276493354069,medium,0.026874746528134486,0,False
34,heavy,premium,north,True,0.9124462399669431,73.26826308241479,low,0.029447587658389028,4,False
35,heavy,lite,north,True,0.9699525748703838,78.50817665076039,low,0.045111233757288205,2,True
36,heavy,premium,west,True,1.157152764023483,71.2367758079424,low,0.029159320300901938,0,False
37,moderate,standard,north,True,0.8599568063687278,62.157856049628954,medium,0.033766096368969656,7,False
38,light,lite,west,True,1.0064259106141211,86.53789373013194,medium,0.01520573715132006,11,False
39,moderate,standard,north,True,1.0512196935717502,72.4176252392176,low,0.02394111087612851,10,False
40,moderate,standard,north,True,1.109369082856801,71.86592880751154,low,0.03453600657021319,5,False
41,light,lite,south,True,0.8690193713247778,56.68098700685621,medium,0.028361531043983007,8,False
42,moderate,standard,west,True,1.1075025030397363,61.68872921847591,medium,0.03007923807193568,2,False
43,light,lite,north,True,0.7072026222401817,93.51241428296103,medium,0.016095021907722665,8,False
44,heavy,premium,south,True,1.012608479365972,79.27392278047576,low,0.04111057932382388,8,False
45,light,lite,west,True,0.7386137880781762,64.67575313035356,low,0.019375359309290116,11,False
46,moderate,standard,south,False,1.0295072452893277,61.88951230834469,low,0.02986386397463207,11,False
47,moderate,premium,north,True,1.11317183714866,85.09047051304718,low,0.021808116866991294,0,True
48,moderate,standard,north,True,1.0378528514779415,71.25266082272236,medium,0.02070580676714633,2,False
49,moderate,standard,west,True,0.9303330026465002,81.56643386354926,low,0.02817650140280141,5,False
50,light,lite,north,False,0.7880901205509261,74.53498515931756,medium,0.020504795150403203,7,False
51,heavy,lite,west,True,1.2317147197267022,79.55405051270202,low,0.03552339055265124,3,True
52,moderate,standard,south,False,0.9450839763373358,67.38383843434846,medium,0.02703846862030263,4,False
53,heavy,premium,east,True,1.077352005751675,67.31903104234394,low,0.03775091486918977,8,False
54,heavy,premium,west,False,0.9949733873499226,63.05636998956058,low,0.03153533982934438,5,False
55,moderate,standard,east,False,1.0456672778636418,88.02124210344815,medium,0.0298718783235312,11,False
56,heavy,premium,south,True,1.1536416125505324,43.19194972601981,low,0.030855592796154165,6,False
57,light,lite,west,True,0.7182594982009535,60.600963902132705,low,0.029430653818021013,6,False
58,light,lite,south,True,0.892816423244833,62.843908509535716,medium,0.015613664310319485,3,False
59,light,lite,south,True,0.9066290513783917,55.22023196641683,low,0.014381376182037154,3,False
60,moderate,premium,south,True,0.9354724064592882,68.51407820063403,low,0.019370196687082605,3,True
61,moderate,standard,west,True,0.8633163316512563,61.11288291126938,medium,0.020691246035257953,10,False
62,light,lite,east,True,0.9126397858417724,90.19450709444641,medium,0.010593364461294797,4,False
63,heavy,premium,west,True,0.9179414272094275,60.27686585424103,medium,0.024956118180135507,4,False
64,moderate,standard,south,True,1.0689580926545434,85.2903422437939,medium,0.020163465083823384,7,False
65,light,lite,south,True,0.818691056441636,83.7371691927494,high,0.024427869022125764,8,False
66,moderate,standard,west,True,0.850631152952765,78.70288498926378,medium,0.01581117475089363,1,False
67,light,lite,north,False,0.8026776913240183,81.61168407912221,medium,0.02325329026118711,10,False
68,heavy,premium,north,True,1.1385286075441474,64.73126455249647,medium,0.03212719188932628,6,False
69,light,lite,south,False,0.9999403057745866,71.50701304333586,medium,0.02292900180249214,0,False
70,heavy,premium,north,True,1.139476960927639,62.59691244828941,low,0.02347212820036116,0,False
71,moderate,standard,north,True,0.9015545443981283,75.51508370654535,medium,0.025599830458528375,3,False
72,light,lite,north,True,1.0965052906934534,87.80050516477425,medium,0.02064985398874293,9,False
73,light,lite,north,True,0.7337569522178169,70.97474993578764,high,0.02616045259813106,6,False
74,heavy,premium,north,False,1.0866431138788863,76.7525441151345,low,0.03162177757005978,1,False
75,moderate,standard,east,True,0.9711693592510371,53.104585789257634,low,0.032234849898365905,10,False
76,moderate,standard,south,True,0.9178837324642695,65.36958480549525,low,0.026585327076410536,1,False
77,moderate,standard,south,False,0.8796620852921906,85.58608132070265,low,0.022401046693485107,0,False
78,light,premium,west,True,0.9753620073968547,69.98211548080485,low,0.01861058676924415,9,True
79,moderate,standard,north,False,1.1170291105551424,63.8350984295143,low,0.015508955198115017,1,False
80,light,lite,east,False,0.9547609269818973,68.62416666325167,low,0.01819257789790464,6,False
81,heavy,premium,west,True,1.1708482558940037,67.26006622537106,low,0.026536776627649705,8,False
82,moderate,standard,north,True,0.9862004863588344,77.53096943120948,low,0.024711793993187958,5,False
83,moderate,lite,south,True,1.009573811957279,55.43156188255749,low,0.0191772814141148,9,True
84,light,lite,west,True,0.8656600897312907,70.81737071971658,low,0.012941237011331767,1,False
85,moderate,standard,east,True,0.8890143347533416,83.4192094552931,low,0.02249607135563593,11,False
86,moderate,standard,south,False,0.9832383139497254,89.79431892237287,low,0.016764034075797414,9,False
87,moderate,standard,south,False,0.895475287860964,51.23750578925368,high,0.03047077783069128,9,False
88,moderate,standard,north,True,0.9933635344066727,71.29030124595904,low,0.019938148533351713,8,False
89,heavy,premium,east,True,1.0424742588470377,77.20667382083886,medium,0.025315127758155965,6,False
90,moderate,standard,north,True,1.053216196455615,59.401488592153,medium,0.025896553150903737,10,False
91,light,lite,east,True,0.9331937704658411,94.98855216623656,low,0.026335138602390562,0,False
92,moderate,standard,south,False,1.0847164988380262,79.38311692485652,low,0.021516462351288998,11,False
93,moderate,standard,south,True,0.9884336535661937,79.23272114847235,low,0.03205115563803107,8,False
94,moderate,standard,south,True,1.12208284265045,55.2948951613989,low,0.026982411700806504,1,False
95,moderate,standard,north,True,0.9875399273707772,51.51926253159414,medium,0.02598644958806348,3,False
96,moderate,standard,north,False,1.0542267678881456,68.67128308924751,low,0.034392154536961914,8,False
97,moderate,standard,north,True,1.0038707248441592,53.74689682823641,medium,0.024838622002114584,3,False
98,moderate,standard,north,False,0.9974254532585669,70.89776581621858,low,0.023824474273106532,2,False
99,light,lite,west,True,1.067493884242551,69.49072348394364,medium,0.02788905113648464,0,False
100,light,lite,south,False,0.8773823345527616,79.08467941419119,medium,0.026131786846525534,6,False
101,light,lite,north,True,1.0984491798557765,57.378862754691234,low,0.022803966231192477,5,False
102,moderate,standard,east,True,0.9221147166098451,62.47596320017122,low,0.015615800993208957,9,False
103,moderate,standard,west,False,0.9162236465358344,79.36119050357226,medium,0.033585147960144585,3,False
104,moderate,lite,east,True,1.0577597294611323,55.37740517632487,low,0.02217431050834027,5,True
105,heavy,premium,east,True,1.0115039489658213,49.48172337402414,high,0.020265898553404067,5,False
106,light,lite,north,True,0.9707285195429582,88.13877197796468,low,0.0102863055533412,3,False
107,moderate,standard,south,False,1.1002433791002026,79.61904527814076,low,0.030068558445139386,5,False
108,moderate,standard,west,False,1.0475621547010163,80.64463731182344,medium,0.02727208228474917,9,False
109,light,lite,west,True,0.8950511238668843,58.1059733868642,low,0.01814212978251255,10,False
110,light,lite,north,True,0.8395282135877917,59.439923951652595,medium,0.028953760519289412,7,False
111,light,lite,west,False,1.0820460829166807,75.90306397346981,low,0.01153724150552327,2,False
112,light,lite,north,True,1.0178062177962994,83.28345909066792,low,0.01145803670735807,3,False
113,heavy,premium,north,False,1.0181161976191773,50.45729453752215,low,0.04410448229890654,9,False
114,heavy,premium,south,True,1.0620410778110265,80.77499509596237,low,0.03429310959031375,11,False
115,moderate,standard,south,False,1.0421428126527532,89.15924460699236,medium,0.02215628168227098,0,False
116,heavy,premium,south,False,0.949168271386155,79.98965861194293,low,0.033480492261189265,3,False
117,heavy,premium,north,False,1.149913545115761,43.229911280193086,low,0.027257950409465888,10,False
118,light,lite,west,True,1.0290139177536788,87.15834030210081,medium,0.020403397846215022,9,False
119,heavy,premium,north,True,1.2101384601612541,52.213422120102145,low,0.0285282227878255,9,False
120,moderate,standard,north,True,1.038867309067521,52.17328139291615,medium,0.021351735905222335,11,False
121,heavy,standard,west,True,1.2132066549266933,72.17674234828077,low,0.04687180177778519,8,True
122,heavy,premium,east,True,1.0867871999854444,55.31668358375932,medium,0.022481463845730604,7,False
123,moderate,standard,west,True,1.0980143979793053,55.19719698142805,low,0.03233095963498174,10,False
124,light,lite,west,False,1.062879928624249,92.71935267264169,low,0.01754627322812647,3,False
125,light,lite,west,True,0.9700560244598673,59.64090725392677,low,0.02129258101994526,11,False
126,moderate,standard,south,True,1.1032746107217455,77.03390985857345,low,0.02008462767497391,6,False
127,heavy,premium,north,True,0.9731228946627603,52.529773371269556,low,0.040283246942432335,9,False
128,heavy,premium,south,True,1.0075872126381544,61.39329735325332,low,0.049983987446468925,2,False
129,light,lite,south,True,0.8994283198022837,70.4048047961,medium,0.019519354620233118,8,False
130,moderate,standard,north,True,1.040327243585975,80.83122473055519,low,0.03217913370841259,9,False
131,moderate,standard,west,False,1.0156208093960133,66.631900027498,medium,0.022423232295714836,3,False
132,light,lite,south,True,0.9921985443835162,80.90852684251686,medium,0.025080460698567644,1,False
133,light,standard,north,True,0.754640361460469,81.06559041909107,medium,0.016312546875267,9,True
134,moderate,standard,north,True,0.9685392722834509,78.52827533130471,low,0.03280430005272349,4,False
135,heavy,premium,west,False,1.047114395102461,42.61413784361574,low,0.03547585708136985,1,False
136,moderate,standard,north,True,1.100644067722658,50.587735546198154,low,0.021746910935381853,9,False
137,moderate,premium,west,False,1.1346537867493391,51.25687286045092,medium,0.021604855586728106,5,True
138,moderate,standard,south,True,0.9300025589985932,78.99425997260067,medium,0.015833136367653648,10,False
139,moderate,standard,south,False,1.0786927096065815,68.19675558030349,low,0.019396106976463802,9,False
140,heavy,premium,south,True,1.2428518239425128,65.89099314632003,low,0.03147740970711906,0,False
141,heavy,premium,west,True,0.9726956762837852,59.59784314624858,low,0.03025411116476548,5,False
142,light,lite,north,True,0.7893053542020785,80.67439835421422,medium,0.021361850246757345,3,False
143,moderate,standard,west,True,1.0145146108586962,85.17020459385539,medium,0.025939265027427764,2,False
144,moderate,standard,south,True,1.0318439694800439,61.64576991140716,low,0.018046555713253577,1,False
145,light,lite,north,False,0.9840541727192265,92.49513752657283,medium,0.01946801762989825,6,False
146,light,lite,west,True,0.9686569126184119,78.28835039072925,high,0.014783175555644859,8,False
147,moderate,standard,west,False,1.0452872005354217,75.78364698969375,low,0.03053856020654451,11,False
148,moderate,standard,west,False,1.0676881600823247,74.78938285732357,medium,0.03194388878067164,2,False
149,light,lite,west,True,0.8104949299900612,94.26613295409791,medium,0.028128419278288734,5,False
150,light,lite,west,False,0.9571275659200698,87.39440749442345,high,0.016746802820340467,8,False
151,heavy,premium,west,True,1.1155252036158476,42.728301672991066,low,0.0407028967471353,1,False
152,light,lite,west,True,0.898924978467589,64.21003682842058,low,0.018312843733718113,6,False
153,light,lite,west,False,1.0044353224095504,69.17071059364187,high,0.029246204059755684,4,False
154,moderate,standard,west,True,1.1285980861044647,80.43417378057983,low,0.018606158708455563,4,False
155,heavy,premium,south,True,1.124349785345047,78.87827113307546,low,0.0469302401803387,10,False
156,light,lite,west,True,0.7547996252214685,94.79925477300372,medium,0.017837165928181575,6,False
157,moderate,standard,north,True,0.8826679941943117,75.46154587013417,low,0.023133481399971664,8,False
158,moderate,standard,west,False,1.0067619150196159,58.764699178797535,low,0.03338774809145346,3,False
159,light,lite,west,True,0.7855828154752947,55.52118271028335,low,0.02658783253917025,8,False
160,moderate,standard,north,True,0.9565123169355875,77.93244628910291,low,0.03405793591995655,10,False
161,moderate,standard,west,True,0.967838132742803,84.16887625363472,medium,0.021199998743435786,9,False
162,moderate,standard,north,True,0.9874703951178501,81.25395362457624,high,0.030271581377331453,8,False
163,moderate,standard,north,True,1.030919291851155,83.41631323368503,medium,0.0225397108385256,3,False
164,moderate,standard,west,True,1.0914259365969083,51.842269367598256,medium,0.01855776248098047,2,False
165,light,lite,north,True,1.023310175822375,65.1528431262678,low,0.018055287969245035,1,False
166,heavy,premium,west,True,0.9001771125748832,80.56223934888708,low,0.049702591282024464,8,False
167,moderate,standard,west,False,0.9984025568773849,70.50880991250513,low,0.027708872913190456,11,False
168,light,lite,south,True,0.7130471793366265,57.30811713663596,low,0.015510958784389666,1,False
169,light,lite,north,False,1.0969769157499116,70.45292692305864,medium,0.018312077918146707,5,False
170,moderate,standard,north,False,1.1206709210386714,85.0942244882104,high,0.015550383702808306,4,False
171,moderate,standard,south,False,1.075531651911728,59.14777637601459,high,0.01796355856459891,4,False
172,light,lite,east,False,0.789956086726365,72.255225950963,medium,0.02126649284066093,3,False
173,moderate,standard,south,True,0.9479015292795961,83.58638622835161,low,0.023602057530596,5,False
174,light,lite,north,True,1.038339820183987,71.03767049892187,medium,0.026463216614177186,4,False
175,moderate,standard,south,True,1.0133517307147684,58.17843544218847,low,0.020913893480832085,10,False
176,light,lite,south,True,0.7131238496514434,80.44169875119873,low,0.015904836049792842,3,False
177,moderate,standard,west,False,0.9880007186742397,53.80212182130771,medium,0.015952825148730133,8,False
178,moderate,standard,north,True,1.0821718665311995,64.10410423715433,medium,0.02531318811712907,5,False
179,heavy,premium,west,False,0.918161312587477,53.05131371420077,medium,0.031754718898505,10,False
180,light,lite,south,True,0.9128086715937007,78.61724359290773,low,0.017243525095974564,9,False
181,moderate,standard,east,False,0.9101680753218948,58.14313510185442,low,0.023749638532164198,9,False
182,light,lite,north,True,0.7207603774349236,62.6447483798401,low,0.024634494731284255,9,False
183,heavy,premium,south,True,1.066377561832742,74.15810226662691,low,0.04688122398971657,2,False
184,heavy,premium,east,True,1.0011254424356801,52.21473599353901,low,0.030108941771523696,9,False
185,light,lite,north,False,0.8623004674460244,63.81953738756425,medium,0.02084942006925312,5,False
186,moderate,standard,east,True,0.9642069043482597,66.57878862157374,medium,0.01541342737783809,0,False
187,heavy,premium,west,False,1.1070385205262088,52.09810341037795,low,0.0344560243782385,4,False
188,moderate,standard,north,False,1.1347625880611536,75.28637996745829,low,0.026201833948867912,9,False
189,moderate,standard,north,False,1.062546909247839,56.88356917181038,high,0.023976272914932123,5,False
190,light,lite,west,True,0.7720783016512591,58.92939968756322,medium,0.012440609886436972,10,False
191,light,lite,north,False,1.040188645904335,68.78416337790239,low,0.011037905990368217,7,False
192,heavy,premium,south,False,0.9853573391902759,69.93157874072824,low,0.023566231735312162,10,False
193,heavy,premium,north,True,1.1684221135439659,59.58958996548563,low,0.029359520609792557,8,False
194,moderate,standard,south,True,1.0020017946948236,65.48949084712383,medium,0.015321237299620122,10,False
195,moderate,standard,north,True,0.8873148493723972,81.90189442148798,medium,0.03186556181872805,2,False
196,moderate,standard,west,True,1.0176941902299321,70.04351521048788,medium,0.02568581103787352,1,False
197,moderate,standard,east,True,0.9788787830728194,62.35337696029363,low,0.017369847175368013,3,False
198,heavy,premium,east,False,1.1857643054506393,82.8610202509531,low,0.04638023060529584,7,False
199,heavy,premium,west,True,1.1708609649830695,68.12631337383425,low,0.04449232354895093,10,False
200,moderate,standard,north,True,0.8712674727673856,62.5145264342052,medium,0.032013605212096924,7,False
201,moderate,standard,west,False,1.0383980147812293,59.900402925616476,low,0.018738288812169233,2,False
202,light,standard,north,True,0.8227106398088565,69.11834013809427,medium,0.016680999313375383,3,True
203,light,lite,north,False,0.8618109542295479,57.734128012398344,medium,0.01571516649185412,2,False
204,heavy,premium,north,True,1.1741775532887606,54.96052707169204,low,0.03121763141038441,9,False
205,moderate,standard,south,True,1.0425203191895673,76.85916594668828,medium,0.018979842779188738,1,False
206,light,lite,west,True,1.0003759193453274,59.05491590212637,low,0.015526382169317073,3,False
207,light,lite,west,True,1.092147496376874,57.70010186735288,medium,0.013587293640244209,5,False
208,moderate,standard,south,True,0.8839910514182392,66.14404009446365,medium,0.029091088560548907,10,False
209,light,lite,north,False,0.8386096671810873,70.90449514211483,low,0.014106658774135996,10,False
210,light,lite,east,True,0.8074135024270429,66.49846659589001,medium,0.029370746633997843,4,False
211,moderate,standard,south,False,0.8730938401194899,53.023344554162676,high,0.020945815806146673,2,False
212,moderate,standard,south,True,1.0297133761451145,74.94595113161064,medium,0.020348040557150827,1,False
213,moderate,lite,north,True,0.9619779443388277,72.54639884115049,low,0.02844112077504507,8,True
214,light,lite,west,True,0.910302487823654,64.98097467352994,low,0.013481633506228585,0,False
215,moderate,standard,west,True,0.984725423503284,74.49032603047378,low,0.03378114191934374,8,False
216,light,premium,north,False,0.9350343484437608,83.04558377669895,medium,0.01816303381733396,0,True
217,moderate,premium,north,False,1.1308801418239658,71.67960299559064,medium,0.01940967386946608,6,True
218,moderate,standard,west,False,1.0351747062546177,79.57632919325248,low,0.028299890324755477,5,False
219,moderate,standard,west,True,1.0728474924718947,63.08178576607271,medium,0.016686026292227006,6,False
220,heavy,premium,north,True,1.2445278503260364,76.77635401150695,low,0.03315154940092284,2,False
221,moderate,standard,east,True,0.9187515853642486,71.87503863504179,medium,0.02901735271722864,2,False
222,moderate,standard,north,False,1.0461982277019404,82.73478265925348,low,0.03323042586650633,10,False
223,light,standard,south,True,0.7857625931972658,65.8322531214789,low,0.011250525914856915,0,True
224,moderate,standard,east,True,1.0698200424358495,74.26926898869746,medium,0.016622983570724784,3,False
225,light,lite,south,True,1.03539673353721,87.20361273982651,medium,0.028654210162655222,11,False
226,light,lite,south,True,0.7801128071470503,79.67134431410165,medium,0.024758347867080505,1,False
227,heavy,premium,south,True,0.9273834877334313,56.70008222935575,medium,0.03753346729272278,9,False
228,moderate,standard,north,True,0.930656054314658,64.73795679666316,medium,0.028329260950536714,7,False
229,heavy,premium,east,False,1.081738169227062,68.36112487552711,low,0.04116382490850459,2,False
230,moderate,standard,south,False,0.9827636544444236,75.97289298307527,medium,0.016280126932172418,6,False
231,moderate,standard,west,True,0.9377149331236578,67.75677818025511,low,0.02102092155668626,6,False
232,moderate,standard,north,True,0.8668528232042316,69.6438291753266,medium,0.017107864362156104,11,False
233,moderate,standard,north,True,0.9729013160127977,76.20694858097352,low,0.018189845250827168,8,False
234,moderate,standard,north,False,0.8711475836929433,57.42586819604972,medium,0.03263381223687016,5,False
235,light,lite,west,False,0.9740537239497937,59.417274536444104,low,0.01619613750644938,0,False
236,moderate,standard,south,False,1.0045016979129169,71.4221525951869,low,0.02207578317472872,7,False
237,light,lite,west,False,1.0157171393278743,67.31183326722983,high,0.02905630034005012,0,False
238,light,lite,south,True,0.841769979517222,75.22536613687835,high,0.027526388662846228,2,False
239,moderate,standard,east,False,0.9678192229814249,72.13484758999087,low,0.018877261358737855,10,False
240,light,lite,north,True,0.970776313198735,88.51633499407214,medium,0.024967117073314792,4,False
241,heavy,premium,west,True,1.1442187020061698,47.21644327538844,low,0.025377597672178422,7,False
242,heavy,premium,west,False,0.9918392643015875,45.2898085067599,low,0.02005976405657211,8,False
243,heavy,premium,west,True,1.1929604196233516,63.17200074609667,low,0.022506630125320694,6,False
244,moderate,lite,west,True,1.0697241594438005,85.2664992933085,low,0.027692785129747613,8,True
245,light,lite,west,True,0.7473660156703728,63.47577321760436,low,0.01333862141635003,10,False
246,heavy,premium,south,True,1.007040319544683,55.105322486757686,medium,0.03715736611551802,2,False
247,moderate,standard,north,False,0.9744207480902413,80.154602953477,medium,0.02857956986076084,4,False
248,heavy,premium,north,True,1.2014378522983011,49.16502119977082,low,0.036400557652978664,9,False
249,heavy,premium,east,True,0.9088565901890518,82.53013849402039,low,0.034871112506956736,7,False
250,heavy,premium,south,True,1.0756382261003314,84.11960066216673,low,0.023428573099939384,11,False
251,light,lite,west,True,0.9715590900311363,85.91946885222347,high,0.025529786053020358,0,False
252,moderate,standard,south,True,1.1071926707082522,76.92985757418126,low,0.032712395284835466,7,False
253,heavy,premium,north,True,1.1858565099634897,79.67035547233407,medium,0.04091826257161571,6,False
254,moderate,standard,north,True,0.9895165744901933,84.96682728628105,low,0.017547728320006787,0,False
255,light,lite,west,False,0.9126309587099973,75.42247181637353,medium,0.018091373128080346,9,False
256,moderate,standard,south,False,0.8540103049778187,66.38956945771756,medium,0.015310166612531843,11,False
257,heavy,premium,north,True,0.983182543715756,41.88934430093147,low,0.025451698796844696,9,False
258,moderate,standard,south,True,1.1043783651290044,71.82340730676592,high,0.02400957142941191,11,False
259,moderate,standard,north,True,1.146765326187325,59.261937438601954,medium,0.015856751102382265,5,False
260,light,lite,south,False,0.7280014048532263,84.16938971654572,medium,0.024132685269351924,0,False
261,moderate,standard,north,True,0.9608445802094141,51.81277115843579,low,0.03358576804524119,1,False
262,heavy,premium,west,False,1.232547082488788,77.90464771374704,low,0.03895966041188567,4,False
263,light,lite,north,False,0.7414714322937106,56.946306546468534,medium,0.01852141955252194,1,False
264,moderate,standard,south,False,1.0063219571525164,64.00811964362921,medium,0.030170037618327816,9,False
265,heavy,lite,north,False,1.1481895140207883,73.40139342395892,low,0.02584925599700868,0,True
266,moderate,standard,north,True,1.0749933395356213,86.32913954801292,medium,0.02694310611980604,5,False
267,moderate,standard,south,True,1.116738377182003,73.15227018047761,medium,0.018129534320072013,7,False
268,moderate,standard,south,False,1.0649191335874297,60.83770793265462,low,0.02127653616448831,7,False
269,moderate,standard,south,True,0.9144737911109188,66.99403371472349,medium,0.02514119293477437,7,False
270,light,lite,north,True,0.7307886677523496,82.84624580551701,low,0.026436618931707186,10,False
271,heavy,premium,west,True,1.2184965802165475,52.2375717738302,low,0.027921859540811562,5,False
272,heavy,premium,west,True,1.1545497126133497,54.603031007890394,low,0.025727797552149306,10,False
273,heavy,premium,west,False,0.9874862451991709,66.788646966737,low,0.039859068343816056,2,False
274,heavy,premium,north,True,1.2112100972578612,74.23830989188518,low,0.022651548409535562,0,False
275,moderate,standard,south,True,0.9605041641383053,67.2938490561339,low,0.020191528985500983,1,False
276,moderate,lite,north,False,1.1165392329768762,82.97307567517078,medium,0.032162407885022073,4,True
277,moderate,standard,north,False,0.9786954795522671,58.0426060819978,low,0.029724577650571005,9,False
278,moderate,standard,east,True,1.050031572935169,53.77309705164174,medium,0.031254272397861244,4,False
279,moderate,standard,north,True,1.1401790762579096,83.06608229842561,medium,0.03367142166915296,9,False
280,moderate,standard,south,True,1.0522776526019497,50.22874325443157,low,0.02642324597244722,0,False
281,heavy,premium,south,True,1.0272417787613888,83.25217370695744,medium,0.04547537016505113,0,False
282,moderate,standard,west,True,0.8541095651226743,53.20888985822856,low,0.01531485825991354,8,False
